Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters
Veterans Village of San Diego (mil/vet),1,11871334,0.641436574749549,1,0,0,-117.190048281865458,32.743022824659057,0.000000000000000,6.460036086268641
CRF Vista Balboa,1,11915876,0.285312349139095,2,0,0,-117.159895868013592,32.731375032660821,0.000000000000000,4.396639353767954
House of Metamorphosis,1,11907998,0.158983027972447,1,0,0,-117.130752553106618,32.711633955563897,0.000000000000000,8.003838550753612
Islamic Foundation of San Diego,1,11927135,0.184330679523191,2,0,0,-117.087052886827593,32.748049823960635,0.000000000000000,2.381736861064786
Spring Valley Community Church,1,11942073,0.310131492991374,2,0,0,-117.004851637736834,32.742122888484204,0.000000000000000,7.700133281193327
Palomar Korean Church,1,13431488,0.131559258016024,1,0,0,-117.202250613167621,33.161027873016252,0.000000000000000,1.083641509013705
Pathfinders of San Diego,1,11917808,0.760947575588421,2,0,0,-117.130450811933855,32.722349725772389,0.000000000000000,6.792652548415406
La Maestra Community Health Centers (Super Pantry),1,11926862,0.890018758788101,2,0,0,-117.100907983917423,32.750672527278468,0.000000000000000,3.886262149533123
St. Luke's North Park,1,11921091,0.495125923968444,2,0,0,-117.130097629629290,32.745778234238230,0.000000000000000,7.887884186112008
Christie's Place,1,11916046,0.218752796480422,2,0,0,-117.162092799999968,32.730777613000043,0.000000000000000,9.214629609210640
Prime Time Title 1 C.D.C./Meridian Baptist Church,1,12177524,0.466813909771127,2,0,0,-116.926931932986719,32.788220562148943,0.000000000000000,6.526116237013569
New Hope Friendship Baptist,1,11907044,0.350031316813883,1,0,0,-117.136054180085068,32.701199168126024,0.000000000000000,4.017688227501766
Jamul Community Church,1,12026090,0.219928652425615,2,0,0,-116.840550206291596,32.730058689507253,0.000000000000000,6.515033883465025
Buckheart Ranch,1,12207405,0.535772591126773,1,0,0,-116.960928278879166,33.074935956456457,0.000000000000000,7.525714292069331
Shaback,1,12162345,0.336691569904653,2,0,0,-117.067798085374633,33.068838201464146,0.000000000000000,2.271077791156297
SDFB San Diego Food Bank (off-site events),1,12095031,0.443654688108600,2,0,0,-117.163163713698452,32.886191258308187,0.000000000000000,7.498659509620451
SDFB Employee Food Assistance Program,1,12095031,0.443654688108600,2,0,0,-117.163163713698452,32.886191258308187,0.000000000000000,7.498659509620451
North Park Lions Club,1,11921211,0.129989745893360,1,0,0,-117.132641615011536,32.748987841673596,0.000000000000000,7.548485037880399
Freedom in Christ Fellowship,1,12190242,0.737522415896159,1,0,0,-116.901213034745297,32.835827084635305,0.000000000000000,7.476945199044388
Second Chances: Bread of Life,1,11866552,0.460634135988458,2,0,0,-117.244885715977048,32.747915283343858,0.000000000000000,8.011734665682903
Gathering Place Church. The,1,12140482,0.507779337435095,1,0,0,-117.092222460235348,32.978790140879234,0.000000000000000,6.284258378919009
Word of Life Worship Center,1,11944592,0.853656256551055,1,0,0,-117.009275051149430,32.756403512137730,0.000000000000000,5.386438734469331
Teen Challenge,1,11937216,0.063608191777628,2,0,0,-117.078752876402376,32.745873301317751,0.000000000000000,7.868966307344098
Southport Christian Center,1,11885427,0.441605238394848,1,0,0,-117.102727942181573,32.669389116624885,0.000000000000000,10.945893362579994
St. Andrew's Episcopal Church,1,12122208,0.117543775445590,1,0,0,-117.268450975506695,33.040267052795194,0.000000000000000,7.263694319674114
Vista Hill Parentcare,1,12084949,0.827804862742703,2,0,0,-117.037073160341563,32.769518706134157,0.000000000000000,7.191205535679237
Berean Bible Baptist Church,1,11881056,0.814601003234937,2,0,0,-117.087437793583149,32.637411134535370,0.000000000000000,5.575146609950894
Friendships for Hope,1,11928683,0.884778253524277,1,0,0,-117.079070675999517,32.684391673545264,0.000000000000000,5.785062594444502
Gleaning Field Foundation. The,1,13427029,0.442073626158885,2,0,0,-117.222395083824381,33.165276022343129,0.000000000000000,6.061839430654093
Mt Manna,1,14435479,0.930785228549108,1,0,0,-116.603528889400351,33.077520150142355,0.000000000000000,7.306471534795271
Mission Village Christian Fellowship,1,12066171,0.823790937319040,2,0,0,-117.125356857187271,32.793036186936007,0.000000000000000,7.882156290369987
Iglesia Palabra Viva,1,11879225,0.321758573341787,1,0,0,-117.088899032480072,32.629473494284319,0.000000000000000,4.226949894949542
Paradise Valley Seventh Day Adventist,1,11934526,0.339358661866642,1,0,0,-117.009919236243135,32.714790416268436,0.000000000000000,6.090086045720566
Project 1:1,1,11886669,0.464245806081359,1,0,0,-117.079602657654362,32.594798642905083,0.000000000000000,5.699329917783884
Fuente de Vida,1,11940149,0.575878654614339,1,0,0,-117.027624214776139,32.725266590522281,0.000000000000000,5.427369073861256
Alpha Project,1,11918712,0.382255433572373,1,0,0,-117.160427722554289,32.745490069857652,0.000000000000000,7.212527723243263
Shiloh Church of God in Christ,1,13152435,0.203897862274826,1,0,0,-117.371699937218452,33.205786007399098,0.000000000000000,5.363751815791850
Ethridge Recovery Center Incorporated,1,11929053,0.278748793889317,1,0,0,-117.079219461780980,32.697278543550027,0.000000000000000,7.241899139916779
Journey Community Church,1,12086080,0.846303703718937,1,0,0,-117.019042999999954,32.773924255000054,0.000000000000000,5.439837202109151
Friends of Downtown,1,11898566,0.210622107842688,2,0,0,-117.076868216995933,32.668440478544781,0.000000000000000,0.585876063043692
Dayspring Christian Learning Center,1,12184808,0.154172444510434,1,0,0,-116.942375431829618,32.813429279582309,0.000000000000000,1.842925921841974
31st Street Seventh Day Adventist Church,1,11907085,0.241261145186690,1,0,0,-117.127349540918416,32.702114229125584,0.000000000000000,7.264316078230328
St. Gabriel's Catholic Church,1,12150812,0.531933489804104,2,0,0,-117.034438241568836,32.978342242344965,0.000000000000000,9.590262675486439
New Vision Christian Fellowship,1,11937453,0.240871814117805,2,0,0,-117.081170535357202,32.753175733220147,0.000000000000000,5.467993040194878
Church of the Loving God,1,11909820,0.224726213388837,2,0,0,-117.103731046015170,32.688785152801202,0.000000000000000,5.137526346111140
International Relief Teams,1,12067228,0.140323897479144,2,0,0,-117.118436997134765,32.777582536475840,0.000000000000000,5.247125328974429
Calvary Chapel Ramona,1,12208502,0.940257805744762,1,0,0,-116.876589753828242,33.040790252236938,0.000000000000000,3.057624369770065
SDYS Tay Academy,1,11907731,0.526881152361706,1,0,0,-117.143818962084211,32.715783115839514,0.000000000000000,7.366800658101299
San Diego City College,1,11906038,0.710840337326754,2,0,0,-117.153711696268914,32.719228311639334,0.000000000000000,1.729131223696396
St. Mark's Episcopal Church,1,11926885,0.700020127929812,1,0,0,-117.100869339903355,32.753722044492591,0.000000000000000,9.303892853950554
Leah's Pantry,1,13424531,0.457147363098443,1,0,0,-117.186387228132673,33.141721573287334,0.000000000000000,6.783337514580772
Journey to Freedom Inc.,1,12082600,0.682380713698602,2,0,0,-117.046430569211068,32.767629553330046,0.000000000000000,7.167929911062588
Christ the King Lutheran Church,1,13487281,0.305167034860973,1,0,0,-117.229182700530274,33.358316133122734,0.000000000000000,2.650963540074766
UCSD Basic Needs Center,1,12047552,0.875271837781533,1,0,0,-117.236212656802905,32.876998498316297,0.000000000000000,22.235683547697043
CARITAS Care,1,11943286,0.674947147855372,1,0,0,-117.029935606554034,32.761543590380782,0.000000000000000,8.149232441564378
North County Sober Living,1,13412705,0.609700266921744,2,0,0,-117.315084078615840,33.185492979032745,0.000000000000000,7.121150434933233
North County Community Services (aka Growing Minds),1,13422954,0.930322893433779,2,0,0,-117.197792547996841,33.145148757076917,0.000000000000000,6.648161547978074
R.A.W. Ministries,1,12164969,0.461918007285706,2,0,0,-117.074483944962736,33.101625029204200,0.000000000000000,2.125195846230782
El Cajon Seventh Day Adventist Church,1,12178014,0.539722783041823,2,0,0,-116.921601835599432,32.800196907944589,0.000000000000000,7.056802330036785
Assistance for Veterans (mil/vet),1,12071395,0.012181488871019,2,0,0,-117.155606624709549,32.817130928168332,0.000000000000000,6.181361458102899
Grace Presbyterian Church,1,13446928,0.945171316361362,2,0,0,-117.226194250072922,33.220426723181426,0.000000000000000,3.688301728862213
San Diego Hope for Humanity,1,11921025,0.778393973989307,2,0,0,-117.130288265920271,32.747342548203271,0.000000000000000,8.766529464981591
Provision Relief Team,1,13454707,0.083426948363014,1,0,0,-117.138850183859347,33.137245259836021,0.000000000000000,2.269088235109797
Smart Food Foundation,1,12155394,0.632085122703273,1,0,0,-117.020228244315859,32.993682032161587,0.000000000000000,5.648385164495008
38th Street Church of Christ,1,11912415,0.352813268515942,1,0,0,-117.112476765207774,32.700460242499737,0.000000000000000,3.346761765407696
Operation Promise,1,11908966,0.204355132689360,2,0,0,-117.108477916239877,32.679968575356142,0.000000000000000,1.466231126112863
New Gateway Solutions Corporation,1,11882133,0.774683375207719,1,0,0,-117.083162726304252,32.649787203033100,0.000000000000000,3.175016989396330
"Project Access, Incorporated",1,11932852,0.790257052596688,1,0,0,-117.028677083428562,32.699468617434803,0.000000000000000,0.095041647553444
CRF Esperanza Crisis Center,1,13467705,0.868875929109980,1,0,0,-117.075560986262275,33.127052099210594,0.000000000000000,8.996885530618561
North Park Apostolic Church (Super Pantry),1,11940561,0.033103054641140,2,0,0,-117.033036670790437,32.732793703916649,0.000000000000000,1.478501056564008
Guardian Angels Catholic Church,1,12105855,0.233712401429037,2,0,0,-117.003310672442012,32.859400206504297,0.000000000000000,5.992901561365971
Murphy Canyon Military Bread Ministry (mil/vet),1,12079573,0.291073459982751,2,0,0,-117.098275241108766,32.821671937492745,0.000000000000000,1.526594907162885
Life Christian Center (Life Acts),1,11876847,0.132685518438711,2,0,0,-117.086152426145645,32.594393948869289,0.000000000000000,6.602487915812193
Southwestern Community College District,1,11901009,0.920625099967735,1,0,0,-116.995782950177485,32.642937165715651,0.000000000000000,1.209682682643278
PATH,1,11905386,0.532629130403903,2,0,0,-117.159289304377424,32.718349723276724,0.000000000000000,7.175487034838947
Associated Students of San Diego State University,1,12081221,0.384137759461563,2,0,0,-117.072708751991357,32.771627492689824,0.000000000000000,42.132081350006004
Feeding the Flock (Love Thy Neighbor),1,11882083,0.692509806297295,2,0,0,-117.090684634564440,32.649865486211375,0.000000000000000,0.601096157687705
Gospel Tidings of National City,1,11928757,0.105059118311102,1,0,0,-117.072130577887904,32.685567895445892,0.000000000000000,3.481690914038972
St. Alban's Church,1,12171301,0.456090559908769,1,0,0,-116.960586430780666,32.790625187411692,0.000000000000000,6.156468985835230
Advocate's Christian Ministries Incorporated,1,13458443,0.582996185062760,1,0,0,-117.094733316034080,33.117411907443632,0.000000000000000,10.952493238586708
Camp Cookie Children's Foundation,1,13498422,0.786381037637410,1,0,0,-116.960439974380108,33.185279954365832,0.000000000000000,58.786927643428335
CRF Casa Pacifica,1,13147677,0.236081371778372,1,0,0,-117.363294850267039,33.174580846841927,0.000000000000000,6.280663882040288
Summit Church (Super Pantry),1,13424387,0.479439384319946,2,0,0,-117.180938252853863,33.139783799018609,0.000000000000000,5.075615521600203
Greater Ebenezer COGIC Church,1,13153333,0.729582674100556,1,0,0,-117.358480186253075,33.208093595487668,0.000000000000000,7.854604246992635
First Presbyterian Church,1,13412449,0.908699853327204,2,0,0,-117.328102652102459,33.192572584102713,0.000000000000000,3.284098085470326
Good Neighbor Community Builders,1,13447099,0.030251936489465,1,0,0,-117.219675327226696,33.218012514769235,0.000000000000000,7.858053535417838
North City Church,1,12145863,0.011153825477316,2,0,0,-117.076551749158014,32.947411134344101,0.000000000000000,9.893922243426339
New Song Community Church,1,13436146,0.246242177555527,2,0,0,-117.322928179285796,33.228890154756776,0.000000000000000,3.860609973820327
Project Manna,1,13471418,0.704705911635290,2,0,0,-117.047625547740211,33.139426640599446,0.000000000000000,7.630607354943604
San Diego Christian Center (Super Pantry),1,13461876,0.209442170360919,2,0,0,-117.105455030614763,33.138607688792987,0.000000000000000,7.810203162505424
Tender Loving Mercy,1,13150613,0.805745186060263,1,0,0,-117.356793141046694,33.194973670567471,0.000000000000000,5.593748006672222
CRF Turning Point,1,13147678,0.395187507452671,2,0,0,-117.363902262829185,33.175882300940231,0.000000000000000,6.081180236355791
Alcance Victoria Vista (Victory Outreach Spanish),1,13444557,0.842162495194015,2,0,0,-117.234828907284310,33.201711622113123,0.000000000000000,23.954643467581075
Vista Community Clinic,1,13445871,0.912028040479014,1,0,0,-117.229122519519336,33.209032125893586,0.000000000000000,5.300223102255678
Dreams for Change,1,11930211,0.770762764616368,1,0,0,-117.074691082738042,32.708084708826114,0.000000000000000,0.570249885320664
Grace Full Gospel Ministries,1,13147789,0.059741487752656,2,0,0,-117.361539563808606,33.177949391614533,0.000000000000000,7.299050028019912
Cause of Christ,1,13415598,0.161225141682747,1,0,0,-117.285235498500839,33.195001445102676,0.000000000000000,9.064402503472577
All Saints Episcopal Church,1,13445719,0.057664896631928,1,0,0,-117.233494225449206,33.201892529674424,0.000000000000000,8.509279922162033
Vista Teen Outreach,1,13426149,0.929646602120271,1,0,0,-117.245625357372660,33.164652276999504,0.000000000000000,2.241048998111882
Escondido Community Child Development Center,1,13467962,0.407942708233196,2,0,0,-117.080797852400394,33.135651170656928,0.000000000000000,6.555807232836255
MiraCosta College,1,13412971,0.386498681324906,1,0,0,-117.301936621135525,33.187843292750998,0.000000000000000,25.875252185125742
"Associated Students, Inc.of CSU San Marcos",1,13451838,0.624397275774352,1,0,0,-117.165307493343903,33.126928884197568,0.000000000000000,2.237014703214738
It's All About the Kids Foundation,1,12170194,0.978617730610219,2,0,0,-116.973242446355101,32.800246939232068,0.000000000000000,3.114699096643053
Palomar Community College District,1,13424574,0.115239280047389,2,0,0,-117.184668149920569,33.147028522914781,0.000000000000000,6.272028684718310
Foundation for Grossmont and Cuyamaca Colleges; Cuyamaca,1,12023390,0.513520406067132,2,0,0,-116.939211526419427,32.746276967159147,0.000000000000000,1.567467006782306
Bayview Baptist Church,1,11930353,0.289665164696811,2,0,0,-117.066007978913476,32.705214378352139,0.000000000000000,7.671927569991566
Us for Warriors Foundation (US4 Warriors) (mil/vet),1,11876797,0.927159965395301,2,0,0,-117.090138829047191,32.596575534793047,0.000000000000000,7.107819096374541
"Teri, Inc.",1,13153807,0.230222671921585,2,0,0,-117.349003830558658,33.214160191809739,0.000000000000000,8.033127853741208
Special Delivery (Super Pantry),1,11875600,0.925309396519619,1,0,0,-117.171390368336048,32.750315377861362,0.000000000000000,5.914004226256231
Foundation Matthew 633,1,13463568,0.968929633510712,1,0,0,-117.091324347850176,33.151458397300203,0.000000000000000,2.796874003336044
Nourish North County,1,13412710,0.668972530473036,1,0,0,-117.318498912358478,33.188817310754771,0.000000000000000,5.708040256884394
Somali Bantu Association of America (SBAOA) (Super Pantry),1,11927320,0.562316280975609,1,0,0,-117.087282183121928,32.749403624941749,0.000000000000000,2.491106671093284
Alliance for Quality Education,1,12099547,0.463051163956971,2,0,0,-117.141696191391702,32.912851793096650,0.000000000000000,2.537807760800051
First Step House of North County,1,13404963,0.642376603712930,2,0,0,-117.334722819630088,33.154364928829146,0.000000000000000,5.735666970035086
CRF Step Forward North Coastal,1,13147681,0.174336404608895,2,0,0,-117.362900355794309,33.174807040203511,0.000000000000000,7.321291979100804
Tabernáculo de Restauración (TDR) Church,1,13448036,0.607105423978426,1,0,0,-117.226154749947568,33.227867510741127,0.000000000000000,5.149819197191444
Talmadge Gateway Apartments,1,11927979,0.038722756719475,2,0,0,-117.092194634171307,32.756766095306645,0.000000000000000,5.829393224299797
New Hope Community Church,1,13471692,0.281519472578162,2,0,0,-117.041826183565291,33.142040079727288,0.000000000000000,2.757845941321746
San Diego Black Panther Party for Community Empowerment,1,11912356,0.427729923669863,2,0,0,-117.118773999999974,32.705314882000039,0.000000000000000,7.549681595712736
"Loving the Elderly, Inc.",1,13441453,0.692004755149509,1,0,0,-117.317216595020653,33.249612887764989,0.000000000000000,6.949097952876827
"Miramar College Foundation, INC.",1,12102433,0.521908776346631,1,0,0,-117.124299463684281,32.909062945325708,0.000000000000000,0.212519584623077
Torero Renaissance Scholars - USD,1,12035843,0.068284329583042,1,0,0,-117.189602687969042,32.770550423524085,0.000000000000000,0.403227560881092
Logan Temple A.M.E Zion Church,1,11907112,0.971563317915162,1,0,0,-117.125291253062727,32.703271551503242,0.000000000000000,5.357854340874026
Choices in Recovery,1,13429724,0.142601959800243,2,0,0,-117.236931468649871,33.195011119859529,0.000000000000000,2.148445821356213
Boys & Girls Club of Oceanside,1,13149736,0.037257258679868,2,0,0,-117.365265995445753,33.198084125072889,0.000000000000000,5.048849916567007
Mission San Luis Rey Parish (Super Pantry),1,13436102,0.378655527168119,1,0,0,-117.320907246297324,33.229723445804609,0.000000000000000,4.107734751630129
Wesley House,1,12081180,0.124576718477427,1,0,0,-117.073074411441766,32.772630045301092,0.000000000000000,4.465946239201600
Raven Street Church of Christ,1,11913377,0.722562239830013,2,0,0,-117.107630422562210,32.712908390205946,0.000000000000000,4.838730730573222
Love on Your Back,1,13450692,0.657642801922430,1,0,0,-117.218783529151551,33.283510405446329,0.000000000000000,7.320058088137444
Exodus Sober Living Home,1,11942204,0.266380850675116,1,0,0,-117.033848950095859,32.744546501407697,0.000000000000000,6.091569081428832
Rock Church San Marcos,1,13421424,0.669859470588540,1,0,0,-117.200798863409773,33.131458970194785,0.000000000000000,2.210612333810062
Fischer Family Community Outreach Foundation,1,12113201,0.324125503867623,1,0,0,-117.212510542512675,32.946569456657151,0.000000000000000,7.422989970019616
"Urban Street Angels, Inc.",1,11905555,0.286683249805546,2,0,0,-117.160198578114390,32.720000137848878,0.000000000000000,7.130657560035743
ElderHelp of San Diego,1,12080174,0.307062613777002,1,0,0,-117.120422324574221,32.831121751039049,0.000000000000000,8.655575954243586
Wounded Warrior Homes (mil/vet),1,13424146,0.770939569938092,2,0,0,-117.190422738420921,33.138083352880926,0.000000000000000,2.474735584630892
Education Support Center,1,12021113,0.218390628072901,2,0,7,-116.981424686239990,32.747921916092245,0.000000000000000,8.270261823907024
Workshops for Warriors (mil/vet),1,11903756,0.811411043636454,2,0,0,-117.130111012097643,32.692802479398814,0.000000000000000,8.609535330083053
Operation HOPE North County,1,13445882,0.164658387796969,2,0,0,-117.233782922146233,33.210359769970580,0.000000000000000,0.911607458728768
Miracle Babies,1,12073455,0.907962772427497,2,0,0,-117.139374977881175,32.809679209819130,0.000000000000000,1.493696739003354
Bayside Community Center,1,12036602,0.126349206731424,2,0,0,-117.172574388604332,32.783621468790088,0.000000000000000,6.741930518849850
St. Stephen's (Valley Center),1,13479958,0.493031617945071,2,0,0,-117.023515747220188,33.276909070389841,0.000000000000000,7.405324136504172
Union of Pan Asian Communities (UPAC),1,11927403,0.059572553038595,2,0,0,-117.081620944430853,32.749132913208179,0.000000000000000,1.179435828915526
"Lived Experiences, Inc.",1,13149895,0.832511150176260,2,0,0,-117.358982852132002,33.179597242820051,0.000000000000000,6.921746884880331
First Unitarian Universalist Church,1,11878223,0.550512984144640,1,0,0,-117.083684456435577,32.614491256521596,0.000000000000000,23.388164094423995
Rock Church City Heights,1,11926293,0.621208278098206,2,0,0,-117.107723139465747,32.754528400855769,0.000000000000000,8.110344342428872
Thrive Lemon Grove,1,11940800,0.785829529021683,1,0,0,-117.029438191139988,32.739393313473819,0.000000000000000,5.266027757513043
I Am My Brother's Keeper CDC,1,11931131,0.596894763459650,2,0,0,-117.055969921450782,32.710722188959053,0.000000000000000,2.901495573895543
Victory Lutheran Church (Victory Resource Center),1,11888534,0.094428492775099,2,0,0,-117.067600550214337,32.609655220240782,0.000000000000000,3.497222697818601
Neighborhood House Association (FCCP),1,12075766,0.827607641260485,1,0,0,-117.166471999901503,32.840029361314649,0.000000000000000,5.723054163192646
Rock Church East County,1,12170441,0.511286399332292,2,0,0,-116.973361169975647,32.806010753613236,0.000000000000000,7.758565848474101
Karen Organization of San Diego,1,11937526,0.987184235722801,1,0,0,-117.080362630150432,32.749031654848558,0.000000000000000,0.881379980594002
Somali Family Service of San Diego,1,11937526,0.691153195924383,1,0,0,-117.080481131375649,32.749049091076799,0.000000000000000,1.337354524572774
You Saved Me Foundation,1,11924140,0.590075093099492,2,0,0,-117.100980063218998,32.743273584344863,0.000000000000000,5.517329315330024
Baby Ruth's Safe Haven,1,11933025,0.183036539619907,1,0,0,-117.017514895023467,32.700100464250163,0.000000000000000,5.735666970035086
ICNA Relief USA,1,12094719,0.671555271241777,1,0,0,-117.164751490615288,32.885615650171040,0.000000000000000,6.429200415761463
Grace Covenant Church,1,11934042,0.306868772154748,1,0,0,-117.003009613625409,32.704301316180505,0.000000000000000,6.562692863589222
Womens First Step House of North County,1,13444919,0.697663145555457,1,0,0,-117.252845097715294,33.217661584557796,0.000000000000000,5.585668054445476
"Alley Food Ministry, the",1,11866552,0.460634135988458,2,0,0,-117.244885715977048,32.747915283343858,0.000000000000000,8.011734665682903
Unleashed Ministries,1,13447578,0.556456376195343,1,0,0,-117.250909601253881,33.235236513279780,0.000000000000000,5.396491194973605
"Charity in Faith, Inc.",1,11991265,0.472354891321800,1,0,0,-116.970411123826949,32.560621875220590,0.000000000000000,11.011303962444751
Living Water Church of the Nazarene,1,11905882,0.511856651567786,2,0,0,-117.149914548570450,32.711520746443036,0.000000000000000,7.964807620239304
Club Crown Heights (North County Lifeline),1,13149755,0.199005254688302,2,0,0,-117.367984244282979,33.196096374018651,0.000000000000000,6.609324914553889
RESPECT Program (North County Lifeline),1,13453350,0.268935618285926,1,0,0,-117.162704418334116,33.136591577322704,0.000000000000000,7.692504446286354
"San Luis Rey Homes, Inc.",1,13436844,0.367505878734557,1,0,0,-117.313827388180769,33.233961471426802,0.000000000000000,8.430895938307362
Iglesia Casa de Alabanza,1,11926185,0.749744270698369,1,0,0,-117.103606885792203,32.755198750767249,0.000000000000000,0.164616962397619
Ministry of Jerusalem,1,11885037,0.572688306735916,2,0,0,-117.096937071659084,32.661885491266666,0.000000000000000,7.568204050797226
Labor's Training & Community Development Alliance,1,11927608,0.965136326247463,1,0,0,-117.100854195064130,32.754431298225185,0.000000000000000,8.907080914758286
Amazing Grace,1,12201138,0.695327563730824,1,0,0,-116.765329870279317,32.835417917315411,0.000000000000000,1.576087421959867
San Diego Continuing Education,1,11913779,0.260959769306920,1,0,0,-117.101630277611136,32.700515847808077,0.000000000000000,7.029227823176354
Civic Center Barrio Housing Corporation,1,11888504,0.508144859066192,1,0,0,-117.067141161126671,32.608655659988955,0.000000000000000,6.423578026915372
University of St. Katherine,1,13453345,0.695425949604626,2,0,0,-117.160644011837661,33.138936874018015,0.000000000000000,6.775343006777056
Christian Church of Lemon Grove,1,11936637,0.106633980327800,2,0,0,-117.047852815383209,32.735173095725507,0.000000000000000,5.608262585507529
Mount Miguel High School,1,11941307,0.293982497309768,1,0,0,-117.015595844665526,32.724933970738036,0.000000000000000,6.159402733433637
Love Does Parade,1,11865784,0.228358346539815,2,0,0,-117.214886990633261,32.736108975188756,0.000000000000000,7.382723597711976
Second Families,1,12084211,0.292429190761017,2,0,0,-117.049136365706175,32.795712564793000,0.000000000000000,5.596976721519230
Aguilas Del Poderoso Dios,1,11898838,0.108499739681626,1,0,0,-117.061522827672917,32.672261729870151,0.000000000000000,0.601096157687705
Townspeople,1,11921474,0.529544355126741,1,0,0,-117.143193444925600,32.755197094649006,0.000000000000000,0.748358681194873
St. Vincent de Paul / St. Teresa of Calcutta,1,11904667,0.595462726331774,2,0,0,-117.151876008801054,32.705470312015869,0.000000000000000,3.241184949540828
Welcome House,1,12171323,0.452239114013362,1,0,0,-116.957599943891495,32.788188584435538,0.000000000000000,4.179671896757963
CRF Step Forward South,1,11887933,0.393712344160417,1,0,0,-117.081238886119110,32.610091090676420,0.000000000000000,1.235541418194773
Light of the World Christian Church,1,12150013,0.104893837546270,1,0,0,-117.027040425623966,32.956342938467159,0.000000000000000,1.520666360855106
Borrego Springs Community Center,1,14722498,0.904031137898680,2,0,0,-116.380079375053711,33.256542261889990,0.000000000000000,6.740590574382906
San Diego Spanish Seventh-Day Adventist Church,1,11909243,0.817608856040010,2,0,0,-117.103359579261991,32.686691881760922,0.000000000000000,5.799877119583203
North County Stone Soup Kitchen,1,13446945,0.135255161545602,1,0,0,-117.218994419861033,33.215785415072148,0.000000000000000,7.339775452037754
"Green Oak Ranch Ministries, Inc.",1,13420139,0.414465379464469,2,0,0,-117.225967799942865,33.157314763626623,0.000000000000000,6.455839894798740
First Step House Rainbow Glen,1,13496874,0.987618030382817,2,0,0,-117.162346891866520,33.432613479440079,0.000000000000000,2.060453819367561
Hand in Hand Mission Outreach,1,11931165,0.721943570177002,2,0,0,-117.058184266146512,32.710461992162820,0.000000000000000,1.239191474649670
Grace Church San Marcos,1,13454707,0.083426948363014,1,0,0,-117.138850183859347,33.137245259836021,0.000000000000000,2.269088235109797
Park Church Poway,1,12150287,0.188899121732228,2,0,0,-117.036140589991078,32.963470419265072,0.000000000000000,6.575068827598616
Armed Services YMCA Camp Pendleton,1,13152937,0.303389574374663,2,0,0,-117.379361227663509,33.222667195667661,0.000000000000000,0.134409186960364
New Seasons Church,1,11941464,0.911883388600293,2,0,0,-117.006522767371990,32.731258095561188,0.000000000000000,8.741765207979793
Community Plate Initiative,1,11917783,0.144566448845064,1,0,0,-117.130100356344172,32.726548018947327,0.000000000000000,8.353939161288162
City of Hope International Church,1,11914136,0.932588824659089,1,0,0,-117.086645640561500,32.703140176385872,0.000000000000000,6.768673704041732
Afghan Community Culture Center,1,12171043,0.686509994461668,2,0,0,-116.963396326536895,32.792694442054071,0.000000000000000,6.094534070205729
"Grandma Blue's House, Inc.",1,11931418,0.297106832342321,1,0,0,-117.047927369998135,32.712029970932718,0.000000000000000,6.381252211101636
Chaldean Evangelical Church,1,12177908,0.148395286573691,1,0,0,-116.928182648434543,32.800196694537405,0.000000000000000,8.257144826239982
Noah's Temple - Free COGIC,1,11907997,0.459610310218635,2,0,0,-117.136016714481386,32.710775376192288,0.000000000000000,6.417246951375871
Fearless San Diego DBA Fearless International,1,11906776,0.737525335871025,2,0,0,-117.141088756072378,32.706327806496269,0.000000000000000,8.635201875096055
"YMCA of San Diego County, Youth and Family Services",1,13460580,0.453572889360069,2,0,0,-117.096689421242189,33.130696533041821,0.000000000000000,6.675280410499713
Helping Hand Worldwide,1,13442544,0.241190996420349,2,0,0,-117.289782508152030,33.256006108807469,0.000000000000000,5.016542688775848
Christ Presbyterian Church,1,12132916,0.114803348990334,2,0,0,-117.239185568857295,33.080836833070059,0.000000000000000,5.917058191978109
And Two Fishes,1,13428212,0.084847866551658,1,0,0,-117.253900272214608,33.190338646931473,0.000000000000000,1.726517267215166
Ramona Grange 632,1,12209245,0.425760608473818,1,0,0,-116.864432212351957,33.045377519802408,0.000000000000000,4.920184100491055
Cesar Chavez Recreation Center,1,11853895,0.211449763764037,2,0,0,-117.045204247861435,32.547643787545319,0.000000000000000,4.950383598280462
Carlsbad-Holiday Park,1,13409244,0.150133830666057,1,0,0,-117.339246798069070,33.161338311341879,0.000000000000000,7.504078269457769
Colina del Sol Park Recreation Center,1,11937453,0.229535985188510,1,0,0,-117.081178496504393,32.753175805393148,0.000000000000000,7.287903597447165
St. Stephen's Cathedral COGIC,1,11930211,0.429637215029857,1,0,0,-117.074378354783960,32.708174872039201,0.000000000000000,0.678733123733715
Oceanside Seniors Center,1,13150711,0.138066477150546,2,0,0,-117.365181896646504,33.199014600173768,0.000000000000000,5.339277012207721
Salvation Army Downtown,1,11905047,0.850216984447961,1,0,0,-117.157930173370147,32.713631030387120,0.000000000000000,7.487207026695428
Good News Baptist,1,11924800,0.084097355081279,2,0,0,-117.119262467594453,32.751732331389867,0.000000000000000,7.127489927361983
San Diego Food Bank (Senior Food Program),1,12095031,0.443654688108600,2,0,0,-117.163163713698452,32.886191258308187,0.000000000000000,7.498659509620451
